0.03582572937011719,0
0.051611900329589844,0
0.0676572322845459,4
0.07673883438110352,8
0.08601546287536621,12
0.09870386123657227,17
0.10804367065429688,24
0.11835193634033203,30
0.12770557403564453,36
0.1368424892425537,42
0.14619684219360352,48
0.15555262565612793,55
0.16555380821228027,61
0.17441773414611816,68
0.1833634376525879,76
0.1915128231048584,82
0.20064759254455566,89
0.20995330810546875,96
0.22018122673034668,104
0.229017972946167,112
0.2445385456085205,118
0.2637138366699219,132
0.28053998947143555,147
0.2962160110473633,164
0.31576085090637207,174
0.3280317783355713,190
0.34873437881469727,205
0.3593122959136963,217
0.3789956569671631,231
0.3962066173553467,246
0.41341567039489746,259
0.44599127769470215,278
0.4616973400115967,303
0.4833040237426758,317
0.4999871253967285,330
0.5183582305908203,349
0.5344231128692627,363
0.5510120391845703,376
0.5683691501617432,390
0.5839688777923584,407
0.6029806137084961,416
0.619680643081665,427
0.6369178295135498,431
0.6518881320953369,433
0.6689670085906982,430
0.6871678829193115,426
0.7000279426574707,418
0.7187342643737793,410
0.731426477432251,398
0.7508840560913086,390
0.767859935760498,384
0.7844066619873047,382
0.7986114025115967,383
0.8168070316314697,387
0.8318688869476318,393
0.8477828502655029,401
0.8646674156188965,409
0.8798291683197021,415
0.9015724658966064,416
0.9162023067474365,413
0.9359512329101562,410
0.9469277858734131,401
0.969001293182373,393
0.9847571849822998,385
1.0015230178833008,382
1.0177865028381348,382
1.0338413715362549,386
1.048642873764038,390
1.0650091171264648,398
1.0841500759124756,406
1.0959970951080322,418
1.1169018745422363,422
1.1337783336639404,424
1.1489708423614502,422
1.1692607402801514,418
1.1807379722595215,410
1.1984381675720215,404
1.2116062641143799,391
1.232999563217163,383
1.24774169921875,377
1.264462947845459,375
1.2812395095825195,376
1.2974274158477783,381
1.3243749141693115,390
1.338970422744751,401
1.3568284511566162,410
1.3756687641143799,415
1.3885772228240967,417
1.4064505100250244,416
1.420567274093628,410
1.4403293132781982,406
1.4514222145080566,395
1.4723925590515137,388
1.4876670837402344,383
1.5042352676391602,382
1.5184524059295654,384
1.5368893146514893,389
1.5528628826141357,395
1.5678479671478271,404
1.5866968631744385,412
1.6000137329101562,418
1.6197452545166016,419
1.6315481662750244,417
1.6517622470855713,412
1.667149305343628,405
1.6845471858978271,398
1.7029831409454346,389
1.7201311588287354,384
1.7379157543182373,383
1.7519340515136719,387
1.7705729007720947,391
1.7844605445861816,402
1.8040714263916016,408
1.8187675476074219,413
1.8377861976623535,412
1.8540589809417725,410
1.8688371181488037,404
1.8875083923339844,398
1.9006755352020264,391
1.9204072952270508,388
1.9334173202514648,390
1.9540960788726807,393
1.9712467193603516,401
1.987802505493164,408
2.003972291946411,411
2.0184435844421387,412
2.036909341812134,409
2.0503556728363037,403
2.070101499557495,398
2.087222099304199,388
2.106947660446167,385
2.124382257461548,386
2.1408004760742188,390
2.1597447395324707,395
2.171505928039551,404
2.1939287185668945,413
2.208115816116333,418
2.2249929904937744,418
2.2430150508880615,415
