0.09113240242004395,5,110
0.11486625671386719,8,133
0.13591456413269043,11,144
0.16199541091918945,15,158
0.1859438419342041,19,166
0.20604205131530762,22,167
0.22876477241516113,27,178
0.248945951461792,30,172
0.26878857612609863,34,178
0.28999805450439453,37,177
0.30977487564086914,41,181
0.33043909072875977,44,173
0.36257338523864746,50,179
0.38374781608581543,54,178
0.40419530868530273,57,184
0.4252748489379883,61,174
0.44604039192199707,65,184
0.46645116806030273,69,176
0.4882466793060303,72,178
0.5088644027709961,76,182
0.5299031734466553,80,178
0.5498454570770264,84,181
0.5765326023101807,89,175
0.5967202186584473,92,180
0.6165339946746826,96,178
0.6381635665893555,100,184
0.6587028503417969,104,180
0.6800117492675781,107,186
0.6999039649963379,111,179
0.7196977138519287,115,181
0.7409093379974365,118,180
0.7610821723937988,122,182
0.7822444438934326,126,180
0.8028852939605713,130,178
0.8229410648345947,133,181
0.8441264629364014,137,180
0.8643753528594971,141,181
0.8854451179504395,145,186
0.9059808254241943,148,181
0.9260642528533936,152,184
0.9472856521606445,156,183
0.9739823341369629,161,180
0.9946610927581787,165,178
1.0147087574005127,168,184
1.0354335308074951,172,178
1.0558545589447021,176,187
1.0760700702667236,179,180
1.0971472263336182,183,182
1.1164631843566895,187,179
1.1388273239135742,191,184
1.1590628623962402,195,181
1.1792213916778564,198,181
1.200718641281128,202,181
1.2205626964569092,206,185
1.2418088912963867,209,176
1.2692651748657227,215,183
1.29020357131958,218,184
1.3107483386993408,222,183
1.3307209014892578,226,182
1.3519139289855957,230,183
1.377729892730713,234,178
1.3997464179992676,238,180
1.4199550151824951,242,184
1.4394216537475586,246,183
1.4604229927062988,249,185
1.4805636405944824,253,186
1.501713752746582,257,179
1.5220279693603516,261,187
1.5428977012634277,265,179
1.5630748271942139,268,182
1.5832479000091553,272,183
1.6046547889709473,276,181
1.6246016025543213,279,180
1.645418643951416,283,181
1.666074514389038,287,184
1.686286449432373,291,185
1.7082555294036865,295,184
1.7289371490478516,298,180
1.749744176864624,302,183
1.7788898944854736,308,181
1.80055832862854,312,181
1.820570707321167,315,182
1.8409571647644043,319,180
1.8619143962860107,322,180
1.881990671157837,326,187
1.9028880596160889,330,182
1.923090934753418,334,187
1.9432692527770996,338,179
1.9645791053771973,341,183
1.9846992492675781,345,180
