0.01596808433532715,0,0,6.28
0.0333256721496582,3,69,6.262594095003523
0.0514223575592041,8,259,6.193411076788846
0.07628822326660156,18,458,6.072428441284501
0.1048421859741211,36,596,5.795084322738359
0.12267327308654785,48,669,5.556214133861278
0.14548158645629883,65,755,5.280928991580311
0.16452240943908691,80,798,5.059713250643544
0.1814723014831543,94,825,4.768607241490617
0.20075201988220215,110,855,4.547699828279541
0.21886754035949707,127,862,4.257199877333198
0.23676538467407227,141,873,3.985741864959226
0.2561304569244385,158,881,3.7143842860452874
0.27403688430786133,174,875,3.4436939033360936
0.29093337059020996,188,865,3.174335567373952
0.310929536819458,205,849,2.904921641333094
0.32907772064208984,222,838,2.637426706663676
0.34711647033691406,236,823,2.4037698250575303
0.3662383556365967,251,803,2.1539874569084265
0.38442301750183105,265,775,1.9053991600057252
0.4031693935394287,280,762,1.656974048450924
0.42082858085632324,292,733,1.4441393172370391
0.43886303901672363,306,709,1.2322582178502985
0.45746564865112305,318,682,1.0201917438695336
0.47601842880249023,330,649,0.8266444194965485
0.49410462379455566,342,627,0.6518227312471092
0.5128040313720703,353,590,0.47744700401082696
0.5354421138763428,366,561,0.32165779456465415
0.5530643463134766,375,528,0.09570553891674916
0.5715031623840332,384,499,-0.05470661467626492
0.5899581909179688,392,474,-0.17303434644717708
0.6088719367980957,401,442,-0.29325531888931256
0.6268155574798584,408,411,-0.41092884834188137
0.6448214054107666,416,386,-0.5276519440680341
0.6633269786834717,422,357,-0.6098687428347134
0.6809592247009277,427,330,-0.6913025460851889
0.6988859176635742,433,309,-0.7706214308359369
0.7176558971405029,438,289,-0.8521496173530974
0.736309289932251,443,265,-0.8950669379967406
0.7542567253112793,448,243,-0.956483047369642
0.7728972434997559,452,220,-1.0169464398628056
0.7903933525085449,455,203,-1.0406712342443916
0.809211254119873,458,182,-1.0657841362196754
0.8271198272705078,462,173,-1.1075663322329516
0.8449904918670654,464,159,-1.1297568264210964
0.8642904758453369,466,139,-1.15261600225337
0.881232738494873,469,128,-1.1565351926622727
0.8991458415985107,471,113,-1.1585452623629697
0.9182884693145752,472,100,-1.1636973892710811
0.9402811527252197,474,88,-1.166388639817737
0.9579203128814697,476,80,-1.1487507281113603
0.9768753051757812,477,66,-1.1248127373999557
0.9949917793273926,478,64,-1.1238332211706714
1.0140047073364258,479,54,-1.0884521349242826
1.030879259109497,480,51,-1.0876021426976576
1.048877239227295,480,44,-1.0490831659064197
